case_id,expected_family,top1_family,top3_families,top3_scores,top5_families,hit_at_1,hit_at_3,hit_at_5,no_confident_hit,source_extract_id,source_kind,error
cov_ring-closing_alkyne_metathesis_1208,Ring-Closing Alkyne Metathesis,Ring-Closing Alkyne Metathesis,Ring-Closing Alkyne Metathesis | Alkyne Metathesis | Dötz Benzannulation Reaction,3.155 | 0.894 | 0.834,Ring-Closing Alkyne Metathesis | Alkyne Metathesis | Dötz Benzannulation Reaction | Enyne Metathesis | Simmons-Smith Reaction,True,True,True,False,1208,application_example,
cov_ring-closing_metathesis_1210,Ring-Closing Metathesis,Ring-Closing Metathesis,Ring-Closing Metathesis | Alkene (Olefin) Metathesis | Vinylcyclopropane-Cyclopentene Rearrangement,2.639 | 2.487 | 1.223,Ring-Closing Metathesis | Alkene (Olefin) Metathesis | Vinylcyclopropane-Cyclopentene Rearrangement | Hetero Diels-Alder Cycloaddition (HDA) | Corey-Winter Olefination,True,True,True,False,1210,application_example,
cov_ring-closing_metathesis_1211,Ring-Closing Metathesis,Ring-Closing Metathesis,Ring-Closing Metathesis | Hetero Diels-Alder Cycloaddition (HDA) | Alkene (Olefin) Metathesis,2.432 | 1.057 | 0.923,"Ring-Closing Metathesis | Hetero Diels-Alder Cycloaddition (HDA) | Alkene (Olefin) Metathesis | Wittig-[1,2]- and [2,3]-Rearrangement | Claisen Rearrangement",True,True,True,False,1211,application_example,
cov_ring-opening_metathesis_1213,Ring-Opening Metathesis,Ring-Opening Metathesis,Ring-Opening Metathesis | Ring-Opening Metathesis Polymerization | Vinylcyclopropane-Cyclopentene Rearrangement,2.471 | 1.062 | 0.164,Ring-Opening Metathesis | Ring-Opening Metathesis Polymerization | Vinylcyclopropane-Cyclopentene Rearrangement | Simmons-Smith Reaction,True,True,True,False,1213,application_example,
cov_ring-opening_metathesis_1214,Ring-Opening Metathesis,Ring-Opening Metathesis,Ring-Opening Metathesis | Ring-Opening Metathesis Polymerization | Keck Radical Allylation,2.575 | 1.062 | 1.004,Ring-Opening Metathesis | Ring-Opening Metathesis Polymerization | Keck Radical Allylation | Aza-Claisen Rearrangement (3-Aza-Cope Rearrangement) | Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement,True,True,True,False,1214,application_example,
cov_ring-opening_metathesis_polymerization_1216,Ring-Opening Metathesis Polymerization,Ring-Opening Metathesis Polymerization,Ring-Opening Metathesis Polymerization | Ring-Opening Metathesis | Alder (Ene) Reaction (Hydro-Allyl Addition),2.449 | 1.062 | 0.758,Ring-Opening Metathesis Polymerization | Ring-Opening Metathesis | Alder (Ene) Reaction (Hydro-Allyl Addition) | Aza-Cope Rearrangement | Ramberg-Bäcklund Rearrangement,True,True,True,False,1216,application_example,
cov_ring-opening_metathesis_polymerization_1217,Ring-Opening Metathesis Polymerization,Ring-Opening Metathesis Polymerization,Ring-Opening Metathesis Polymerization | Ring-Opening Metathesis | Takai-Utimoto Olefination (Takai Reaction),2.449 | 1.224 | 0.911,"Ring-Opening Metathesis Polymerization | Ring-Opening Metathesis | Takai-Utimoto Olefination (Takai Reaction) | Wittig-[1,2]- and [2,3]-Rearrangement | Alder (Ene) Reaction (Hydro-Allyl Addition)",True,True,True,False,1217,application_example,
cov_ritter_reaction_1219,Ritter Reaction,Ritter Reaction,Ritter Reaction | Pinacol and Semipinacol Rearrangement | Quasi-Favorskii Rearrangement,3.871 | 1.848 | 1.125,Ritter Reaction | Pinacol and Semipinacol Rearrangement | Quasi-Favorskii Rearrangement | Cannizzaro Reaction | Grob Fragmentation,True,True,True,False,1219,application_example,
cov_ritter_reaction_1220,Ritter Reaction,Ritter Reaction,Ritter Reaction | Pinner Reaction | Mitsunobu Reaction,2.722 | 1.757 | 1.518,Ritter Reaction | Pinner Reaction | Mitsunobu Reaction | Lieben Haloform Reaction | Mannich Reaction,True,True,True,False,1220,application_example,
cov_robinson_annulation_1222,Robinson Annulation,Robinson Annulation,Robinson Annulation | Enders SAMP/RAMP Hydrazone Alkylation | Eschenmoser Methenylation,2.797 | 2.627 | 2.205,Robinson Annulation | Enders SAMP/RAMP Hydrazone Alkylation | Eschenmoser Methenylation | Stork Enamine Synthesis | Meerwein-Ponndorf-Verley Reduction,True,True,True,False,1222,application_example,
cov_robinson_annulation_1223,Robinson Annulation,Robinson Annulation,Robinson Annulation | Eschenmoser Methenylation | Enders SAMP/RAMP Hydrazone Alkylation,2.989 | 2.205 | 2.015,Robinson Annulation | Eschenmoser Methenylation | Enders SAMP/RAMP Hydrazone Alkylation | Stork Enamine Synthesis | Meerwein-Ponndorf-Verley Reduction,True,True,True,False,1223,application_example,
cov_roush_asymmetric_allylation_1225,Roush Asymmetric Allylation,Roush Asymmetric Allylation,Roush Asymmetric Allylation | Keck Asymmetric Allylation | Grignard Reaction,2.758 | 2.002 | 1.693,Roush Asymmetric Allylation | Keck Asymmetric Allylation | Grignard Reaction | Danishefsky's Diene Cycloaddition | Benzoin and Retro-Benzoin Condensation,True,True,True,False,1225,application_example,
cov_roush_asymmetric_allylation_1226,Roush Asymmetric Allylation,Roush Asymmetric Allylation,Roush Asymmetric Allylation | Keck Asymmetric Allylation | Brown Hydroboration Reaction,2.632 | 1.265 | 0.993,"Roush Asymmetric Allylation | Keck Asymmetric Allylation | Brown Hydroboration Reaction | Tsuji-Wilkinson Decarbonylation Reaction | Wittig-[1,2]- and [2,3]-Rearrangement",True,True,True,False,1226,application_example,
cov_rubottom_oxidation_1228,Rubottom Oxidation,Rubottom Oxidation,Rubottom Oxidation | Saegusa Oxidation | Carroll Rearrangement (Kimel-Cope Rearrangement),3.642 | 2.029 | 1.204,Rubottom Oxidation | Saegusa Oxidation | Carroll Rearrangement (Kimel-Cope Rearrangement) | Riley Selenium Dioxide Oxidation | Cannizzaro Reaction,True,True,True,False,1228,application_example,
cov_rubottom_oxidation_1229,Rubottom Oxidation,Rubottom Oxidation,Rubottom Oxidation | Saegusa Oxidation | Weinreb Ketone Synthesis,2.592 | 1.669 | 0.775,Rubottom Oxidation | Saegusa Oxidation | Weinreb Ketone Synthesis | Enders SAMP/RAMP Hydrazone Alkylation | Dakin-West Reaction,True,True,True,False,1229,application_example,
cov_saegusa_oxidation_1231,Saegusa Oxidation,Saegusa Oxidation,Saegusa Oxidation | Rubottom Oxidation | Riley Selenium Dioxide Oxidation,2.527 | 1.544 | 0.98,Saegusa Oxidation | Rubottom Oxidation | Riley Selenium Dioxide Oxidation | Carroll Rearrangement (Kimel-Cope Rearrangement) | Danishefsky's Diene Cycloaddition,True,True,True,False,1231,application_example,
cov_saegusa_oxidation_1232,Saegusa Oxidation,Saegusa Oxidation,Saegusa Oxidation | Rubottom Oxidation | Riley Selenium Dioxide Oxidation,2.464 | 1.751 | 0.763,Saegusa Oxidation | Rubottom Oxidation | Riley Selenium Dioxide Oxidation | Danishefsky's Diene Cycloaddition | Carroll Rearrangement (Kimel-Cope Rearrangement),True,True,True,False,1232,application_example,
cov_sakurai_allylation_1234,Sakurai Allylation,Sakurai Allylation,Sakurai Allylation | Roush Asymmetric Allylation | Keck Asymmetric Allylation,3.274 | 2.758 | 2.002,Sakurai Allylation | Roush Asymmetric Allylation | Keck Asymmetric Allylation | Grignard Reaction | Benzoin and Retro-Benzoin Condensation,True,True,True,False,1234,application_example,
cov_sakurai_allylation_1235,Sakurai Allylation,Sakurai Allylation,Sakurai Allylation | Wolff-Kishner Reduction | Noyori Asymmetric Hydrogenation,3.833 | 3.016 | 2.924,Sakurai Allylation | Wolff-Kishner Reduction | Noyori Asymmetric Hydrogenation | Clemmensen Reduction | Corey-Bakshi-Shibata Reduction (CBS Reduction),True,True,True,False,1235,application_example,
cov_sandmeyer_reaction_1237,Sandmeyer Reaction,Sandmeyer Reaction,Sandmeyer Reaction | Balz-Schiemann Reaction (Schiemann Reaction) | Meerwein Arylation,5.386 | 2.472 | 2.202,Sandmeyer Reaction | Balz-Schiemann Reaction (Schiemann Reaction) | Meerwein Arylation | Corey-Winter Olefination | Skraup and Doebner-Miller Quinoline Synthesis,True,True,True,False,1237,application_example,
cov_sandmeyer_reaction_1238,Sandmeyer Reaction,Sandmeyer Reaction,Sandmeyer Reaction | Hunsdiecker Reaction | Friedel-Crafts Alkylation,3.305 | 2.07 | 1.535,Sandmeyer Reaction | Hunsdiecker Reaction | Friedel-Crafts Alkylation | Eschenmoser-Tanabe Fragmentation | Bartoli Indole Synthesis,True,True,True,False,1238,application_example,
cov_schmidt_reaction_1240,Schmidt Reaction,Schmidt Reaction,Schmidt Reaction | Lieben Haloform Reaction | Mannich Reaction,3.543 | 2.552 | 2.265,Schmidt Reaction | Lieben Haloform Reaction | Mannich Reaction | Schotten-Baumann Reaction | Benzoin and Retro-Benzoin Condensation,True,True,True,False,1240,application_example,
cov_schmidt_reaction_1241,Schmidt Reaction,Schmidt Reaction,Schmidt Reaction | Lieben Haloform Reaction | Mannich Reaction,3.571 | 3.399 | 3.229,Schmidt Reaction | Lieben Haloform Reaction | Mannich Reaction | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction,True,True,True,False,1241,application_example,
cov_schotten-baumann_reaction_1243,Schotten-Baumann Reaction,Schmidt Reaction,Schmidt Reaction | Lieben Haloform Reaction | Schotten-Baumann Reaction,1.503 | 1.235 | 1.146,Schmidt Reaction | Lieben Haloform Reaction | Schotten-Baumann Reaction | Mannich Reaction | Curtius Rearrangement,False,True,True,False,1243,application_example,
cov_schotten-baumann_reaction_1244,Schotten-Baumann Reaction,Schotten-Baumann Reaction,Schotten-Baumann Reaction | Eschweiler-Clarke Methylation | Barton Radical Decarboxylation,1.314 | 1.301 | 1.094,Schotten-Baumann Reaction | Eschweiler-Clarke Methylation | Barton Radical Decarboxylation | Friedel-Crafts Acylation | Clemmensen Reduction,True,True,True,False,1244,application_example,
cov_schwartz_hydrozirconation_1246,Schwartz Hydrozirconation,Schwartz Hydrozirconation,Schwartz Hydrozirconation | Brown Hydroboration Reaction | Wacker Oxidation,1.857 | 0.723 | 0.696,Schwartz Hydrozirconation | Brown Hydroboration Reaction | Wacker Oxidation | Grob Fragmentation | Alder (Ene) Reaction (Hydro-Allyl Addition),True,True,True,False,1246,application_example,
cov_schwartz_hydrozirconation_1247,Schwartz Hydrozirconation,Schwartz Hydrozirconation,Schwartz Hydrozirconation | Tebbe Olefination/Petasis-Tebbe Olefination | Corey-Winter Olefination,2.49 | 2.158 | 2.014,Schwartz Hydrozirconation | Tebbe Olefination/Petasis-Tebbe Olefination | Corey-Winter Olefination | Kornblum Oxidation | Meerwein Arylation,True,True,True,False,1247,application_example,
cov_seyferth-gilbert_homologation_1249,Seyferth-Gilbert Homologation,Seyferth-Gilbert Homologation,Seyferth-Gilbert Homologation | Wolff-Kishner Reduction | Danishefsky's Diene Cycloaddition,2.49 | 1.792 | 1.708,Seyferth-Gilbert Homologation | Wolff-Kishner Reduction | Danishefsky's Diene Cycloaddition | Pomeranz-Fritsch Reaction | Stetter Reaction,True,True,True,False,1249,application_example,
cov_seyferth-gilbert_homologation_1250,Seyferth-Gilbert Homologation,Seyferth-Gilbert Homologation,Seyferth-Gilbert Homologation | Pinnick Oxidation | Gabriel Synthesis,1.636 | 1.117 | 0.893,Seyferth-Gilbert Homologation | Pinnick Oxidation | Gabriel Synthesis | Tishchenko Reaction | Takai-Utimoto Olefination (Takai Reaction),True,True,True,False,1250,application_example,
cov_sharpless_asymmetric_aminohydroxylation_1252,Sharpless Asymmetric Aminohydroxylation,Sharpless Asymmetric Aminohydroxylation,Sharpless Asymmetric Aminohydroxylation | Sharpless Asymmetric Dihydroxylation | Prévost Reaction,2.738 | 2.464 | 2.116,Sharpless Asymmetric Aminohydroxylation | Sharpless Asymmetric Dihydroxylation | Prévost Reaction | Noyori Asymmetric Hydrogenation | Brown Hydroboration Reaction,True,True,True,False,1252,application_example,
cov_sharpless_asymmetric_aminohydroxylation_1253,Sharpless Asymmetric Aminohydroxylation,Sharpless Asymmetric Aminohydroxylation,Sharpless Asymmetric Aminohydroxylation | Baylis-Hillman Reaction | Tsuji-Trost Reaction / Allylation,2.279 | 2.204 | 1.811,Sharpless Asymmetric Aminohydroxylation | Baylis-Hillman Reaction | Tsuji-Trost Reaction / Allylation | Claisen Condensation / Claisen Reaction | Acetoacetic Ester Synthesis,True,True,True,False,1253,application_example,
cov_sharpless_asymmetric_dihydroxylation_1255,Sharpless Asymmetric Dihydroxylation,Sharpless Asymmetric Dihydroxylation,Sharpless Asymmetric Dihydroxylation | Prévost Reaction | Noyori Asymmetric Hydrogenation,3.25 | 2.339 | 1.967,Sharpless Asymmetric Dihydroxylation | Prévost Reaction | Noyori Asymmetric Hydrogenation | Sharpless Asymmetric Aminohydroxylation | Corey-Winter Olefination,True,True,True,False,1255,application_example,
cov_sharpless_asymmetric_dihydroxylation_1256,Sharpless Asymmetric Dihydroxylation,Sharpless Asymmetric Dihydroxylation,Sharpless Asymmetric Dihydroxylation | Prévost Reaction | Noyori Asymmetric Hydrogenation,4.594 | 2.904 | 2.206,Sharpless Asymmetric Dihydroxylation | Prévost Reaction | Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction,True,True,True,False,1256,application_example,
cov_sharpless_asymmetric_epoxidation_1258,Sharpless Asymmetric Epoxidation,Sharpless Asymmetric Epoxidation,Sharpless Asymmetric Epoxidation | Johnson-Claisen Rearrangement | Eschenmoser-Claisen Rearrangement,2.98 | 1.31 | 1.116,Sharpless Asymmetric Epoxidation | Johnson-Claisen Rearrangement | Eschenmoser-Claisen Rearrangement | Charette Asymmetric Cyclopropanation | Ferrier Reaction,True,True,True,False,1258,application_example,
cov_sharpless_asymmetric_epoxidation_1259,Sharpless Asymmetric Epoxidation,Sharpless Asymmetric Epoxidation,Sharpless Asymmetric Epoxidation | Payne Rearrangement | Prilezhaev Reaction,2.04 | 1.487 | 1.032,Sharpless Asymmetric Epoxidation | Payne Rearrangement | Prilezhaev Reaction | Shi Asymmetric Epoxidation | Johnson-Claisen Rearrangement,True,True,True,False,1259,application_example,
cov_shi_asymmetric_epoxidation_1261,Shi Asymmetric Epoxidation,Shi Asymmetric Epoxidation,Shi Asymmetric Epoxidation | Jacobsen-Katsuki Epoxidation | Prilezhaev Reaction,2.682 | 2.337 | 2.337,Shi Asymmetric Epoxidation | Jacobsen-Katsuki Epoxidation | Prilezhaev Reaction | Corey-Chaykovsky Epoxidation and Cyclopropanation | Furukawa Modification,True,True,True,False,1261,application_example,
cov_shi_asymmetric_epoxidation_1262,Shi Asymmetric Epoxidation,Shi Asymmetric Epoxidation,Shi Asymmetric Epoxidation | Sharpless Asymmetric Dihydroxylation | Prévost Reaction,2.834 | 2.696 | 1.53,Shi Asymmetric Epoxidation | Sharpless Asymmetric Dihydroxylation | Prévost Reaction | Danishefsky's Diene Cycloaddition | Clemmensen Reduction,True,True,True,False,1262,application_example,
cov_simmons-smith_cyclopropanation_1264,Simmons-Smith Cyclopropanation,Simmons-Smith Cyclopropanation,Simmons-Smith Cyclopropanation | Furukawa Modification | Shi Asymmetric Epoxidation,2.981 | 2.85 | 2.056,Simmons-Smith Cyclopropanation | Furukawa Modification | Shi Asymmetric Epoxidation | Simmons-Smith Reaction | Jacobsen-Katsuki Epoxidation,True,True,True,False,1264,application_example,
cov_simmons-smith_cyclopropanation_1265,Simmons-Smith Cyclopropanation,Simmons-Smith Cyclopropanation,Simmons-Smith Cyclopropanation | Ring-Closing Metathesis | Alkene (Olefin) Metathesis,2.422 | 1.277 | 0.668,Simmons-Smith Cyclopropanation | Ring-Closing Metathesis | Alkene (Olefin) Metathesis | Johnson-Claisen Rearrangement | Alder (Ene) Reaction (Hydro-Allyl Addition),True,True,True,False,1265,application_example,
cov_skraup_and_doebner-miller_quinoline_synthesis_1270,Skraup and Doebner-Miller Quinoline Synthesis,Skraup and Doebner-Miller Quinoline Synthesis,Skraup and Doebner-Miller Quinoline Synthesis | Balz-Schiemann Reaction (Schiemann Reaction) | Meerwein Arylation,1.657 | 0.654 | 0.636,Skraup and Doebner-Miller Quinoline Synthesis | Balz-Schiemann Reaction (Schiemann Reaction) | Meerwein Arylation | Pomeranz-Fritsch Reaction | Chichibabin Amination Reaction (Chichibabin Reaction),True,True,True,False,1270,application_example,
cov_skraup_and_doebner-miller_quinoline_synthesis_1271,Skraup and Doebner-Miller Quinoline Synthesis,Skraup and Doebner-Miller Quinoline Synthesis,Skraup and Doebner-Miller Quinoline Synthesis | Bartoli Indole Synthesis | Reimer-Tiemann Reaction,2.657 | 1.436 | 1.002,Skraup and Doebner-Miller Quinoline Synthesis | Bartoli Indole Synthesis | Reimer-Tiemann Reaction | Balz-Schiemann Reaction (Schiemann Reaction) | Hunsdiecker Reaction,True,True,True,False,1271,application_example,
cov_smiles_rearrangement_1273,Smiles Rearrangement,Smiles Rearrangement,Smiles Rearrangement | Kornblum Oxidation | Bartoli Indole Synthesis,3.282 | 1.148 | 1.083,Smiles Rearrangement | Kornblum Oxidation | Bartoli Indole Synthesis | Henry Reaction | Arndt-Eistert Homologation / Synthesis,True,True,True,False,1273,application_example,
cov_smiles_rearrangement_1274,Smiles Rearrangement,Smiles Rearrangement,Smiles Rearrangement | Lieben Haloform Reaction | Claisen Condensation / Claisen Reaction,3.268 | 1.409 | 1.373,Smiles Rearrangement | Lieben Haloform Reaction | Claisen Condensation / Claisen Reaction | Schmidt Reaction | Bartoli Indole Synthesis,True,True,True,False,1274,application_example,
cov_smith-tietze_multicomponent_dithiane_linchpin_coupling_1276,Smith-Tietze Multicomponent Dithiane Linchpin Coupling,Smith-Tietze Multicomponent Dithiane Linchpin Coupling,Smith-Tietze Multicomponent Dithiane Linchpin Coupling | Weinreb Ketone Synthesis | Meerwein-Ponndorf-Verley Reduction,0.854 | 0.36 | 0.359,Smith-Tietze Multicomponent Dithiane Linchpin Coupling | Weinreb Ketone Synthesis | Meerwein-Ponndorf-Verley Reduction | Kagan-Molander Samarium Diiodide-Mediated Coupling | Claisen-Ireland Rearrangement,True,True,True,False,1276,application_example,
cov_smith-tietze_multicomponent_dithiane_linchpin_coupling_1277,Smith-Tietze Multicomponent Dithiane Linchpin Coupling,Smith-Tietze Multicomponent Dithiane Linchpin Coupling,Smith-Tietze Multicomponent Dithiane Linchpin Coupling | Cannizzaro Reaction | Claisen-Ireland Rearrangement,0.87 | 0.47 | 0.227,Smith-Tietze Multicomponent Dithiane Linchpin Coupling | Cannizzaro Reaction | Claisen-Ireland Rearrangement | Stephen Aldehyde Synthesis (Stephen Reduction) | Baldwin's Rules / Guidelines for Ring-Closing Reactions,True,True,True,False,1277,application_example,
cov_snieckus_directed_ortho_metalation_1279,Snieckus Directed Ortho Metalation,Snieckus Directed Ortho Metalation,Snieckus Directed Ortho Metalation | Vilsmeier-Haack Formylation | Friedel-Crafts Acylation,2.946 | 1.864 | 1.707,Snieckus Directed Ortho Metalation | Vilsmeier-Haack Formylation | Friedel-Crafts Acylation | Friedel-Crafts Alkylation | Gattermann and Gattermann-Koch Formylation,True,True,True,False,1279,application_example,
cov_snieckus_directed_ortho_metalation_1280,Snieckus Directed Ortho Metalation,Snieckus Directed Ortho Metalation,Snieckus Directed Ortho Metalation | Mannich Reaction | Baker-Venkataraman Rearrangement,3.279 | 2.029 | 1.592,Snieckus Directed Ortho Metalation | Mannich Reaction | Baker-Venkataraman Rearrangement | Lieben Haloform Reaction | Kolbe-Schmitt Reaction,True,True,True,False,1280,application_example,
cov_sommelet-hauser_rearrangement_1282,Sommelet-Hauser Rearrangement,Sommelet-Hauser Rearrangement,Sommelet-Hauser Rearrangement | Eschweiler-Clarke Methylation | Stevens Rearrangement,3.33 | 2.198 | 1.978,Sommelet-Hauser Rearrangement | Eschweiler-Clarke Methylation | Stevens Rearrangement | Meisenheimer Rearrangement | Mannich Reaction,True,True,True,False,1282,application_example,
cov_sommelet-hauser_rearrangement_1283,Sommelet-Hauser Rearrangement,Sommelet-Hauser Rearrangement,Sommelet-Hauser Rearrangement | Eschweiler-Clarke Methylation | Kornblum Oxidation,2.955 | 1.663 | 1.474,Sommelet-Hauser Rearrangement | Eschweiler-Clarke Methylation | Kornblum Oxidation | Meisenheimer Rearrangement | Stevens Rearrangement,True,True,True,False,1283,application_example,
cov_sonogashira_cross-coupling_1285,Sonogashira Cross-Coupling,Friedel-Crafts Alkylation,Friedel-Crafts Alkylation | Balz-Schiemann Reaction (Schiemann Reaction) | Alkyne Metathesis,1.822 | 1.256 | 1.254,Friedel-Crafts Alkylation | Balz-Schiemann Reaction (Schiemann Reaction) | Alkyne Metathesis | Sonogashira Cross-Coupling | Grignard Reaction,False,False,True,False,1285,application_example,
cov_sonogashira_cross-coupling_1286,Sonogashira Cross-Coupling,Friedel-Crafts Acylation,Friedel-Crafts Acylation | Pinner Reaction | Gattermann and Gattermann-Koch Formylation,1.938 | 1.711 | 1.602,Friedel-Crafts Acylation | Pinner Reaction | Gattermann and Gattermann-Koch Formylation | Snieckus Directed Ortho Metalation | Alkyne Metathesis,False,False,False,False,1286,application_example,
cov_staudinger_ketene_cycloaddition_1288,Staudinger Ketene Cycloaddition,Staudinger Ketene Cycloaddition,Staudinger Ketene Cycloaddition | Shi Asymmetric Epoxidation | Danishefsky's Diene Cycloaddition,2.908 | 1.235 | 1.182,Staudinger Ketene Cycloaddition | Shi Asymmetric Epoxidation | Danishefsky's Diene Cycloaddition | Nazarov Cyclization | Dess-Martin Oxidation,True,True,True,False,1288,application_example,
cov_staudinger_ketene_cycloaddition_1289,Staudinger Ketene Cycloaddition,Staudinger Ketene Cycloaddition,Staudinger Ketene Cycloaddition | Eschweiler-Clarke Methylation | Arbuzov Reaction (Michaelis-Arbuzov Reaction),2.781 | 1.926 | 1.727,Staudinger Ketene Cycloaddition | Eschweiler-Clarke Methylation | Arbuzov Reaction (Michaelis-Arbuzov Reaction) | Fleming-Tamao Oxidation | Meisenheimer Rearrangement,True,True,True,False,1289,application_example,
cov_staudinger_reaction_1291,Staudinger Reaction,Friedel-Crafts Alkylation,Friedel-Crafts Alkylation | Friedel-Crafts Acylation | Staudinger Reaction,2.297 | 2.099 | 2.067,Friedel-Crafts Alkylation | Friedel-Crafts Acylation | Staudinger Reaction | Curtius Rearrangement | Gattermann and Gattermann-Koch Formylation,False,True,True,False,1291,application_example,
cov_staudinger_reaction_1292,Staudinger Reaction,Staudinger Reaction,Staudinger Reaction | Eschweiler-Clarke Methylation | Fleming-Tamao Oxidation,2.97 | 2.101 | 1.697,Staudinger Reaction | Eschweiler-Clarke Methylation | Fleming-Tamao Oxidation | Arbuzov Reaction (Michaelis-Arbuzov Reaction) | Kornblum Oxidation,True,True,True,False,1292,application_example,
cov_stephen_aldehyde_synthesis_(stephen_reduction)_1294,Stephen Aldehyde Synthesis (Stephen Reduction),Kornblum Oxidation,Kornblum Oxidation | Stephen Aldehyde Synthesis (Stephen Reduction) | Gattermann and Gattermann-Koch Formylation,3.026 | 2.49 | 2.272,Kornblum Oxidation | Stephen Aldehyde Synthesis (Stephen Reduction) | Gattermann and Gattermann-Koch Formylation | Corey-Winter Olefination | Mitsunobu Reaction,False,True,True,False,1294,application_example,
cov_stephen_aldehyde_synthesis_(stephen_reduction)_1295,Stephen Aldehyde Synthesis (Stephen Reduction),Stephen Aldehyde Synthesis (Stephen Reduction),Stephen Aldehyde Synthesis (Stephen Reduction) | Pinner Reaction | Gattermann and Gattermann-Koch Formylation,2.922 | 2.495 | 1.974,Stephen Aldehyde Synthesis (Stephen Reduction) | Pinner Reaction | Gattermann and Gattermann-Koch Formylation | Kornblum Oxidation | Friedel-Crafts Acylation,True,True,True,False,1295,application_example,
cov_stetter_reaction_1297,Stetter Reaction,Stetter Reaction,Stetter Reaction | Aldol Reaction | Benzoin and Retro-Benzoin Condensation,3.578 | 1.901 | 1.832,Stetter Reaction | Aldol Reaction | Benzoin and Retro-Benzoin Condensation | Pinnick Oxidation | Danishefsky's Diene Cycloaddition,True,True,True,False,1297,application_example,
cov_stetter_reaction_1298,Stetter Reaction,Stetter Reaction,Stetter Reaction | Friedel-Crafts Acylation | Cannizzaro Reaction,3.202 | 1.858 | 1.846,Stetter Reaction | Friedel-Crafts Acylation | Cannizzaro Reaction | Pinner Reaction | Roush Asymmetric Allylation,True,True,True,False,1298,application_example,
cov_stevens_rearrangement_1300,Stevens Rearrangement,Stevens Rearrangement,Stevens Rearrangement | Mannich Reaction | Baker-Venkataraman Rearrangement,2.509 | 2.209 | 1.878,Stevens Rearrangement | Mannich Reaction | Baker-Venkataraman Rearrangement | Snieckus Directed Ortho Metalation | Sommelet-Hauser Rearrangement,True,True,True,False,1300,application_example,
cov_stevens_rearrangement_1301,Stevens Rearrangement,Stevens Rearrangement,Stevens Rearrangement | Claisen Condensation / Claisen Reaction | Krapcho Dealkoxycarbonylation (Krapcho Reaction),2.486 | 2.417 | 1.618,Stevens Rearrangement | Claisen Condensation / Claisen Reaction | Krapcho Dealkoxycarbonylation (Krapcho Reaction) | Tsuji-Trost Reaction / Allylation | Acetoacetic Ester Synthesis,True,True,True,False,1301,application_example,
cov_stille_carbonylative_cross-coupling_1303,Stille Carbonylative Cross-Coupling,Friedel-Crafts Acylation,Friedel-Crafts Acylation | Dess-Martin Oxidation | Lieben Haloform Reaction,3.275 | 2.367 | 2.359,Friedel-Crafts Acylation | Dess-Martin Oxidation | Lieben Haloform Reaction | Mannich Reaction | Mitsunobu Reaction,False,False,False,False,1303,application_example,
cov_stille_carbonylative_cross-coupling_1304,Stille Carbonylative Cross-Coupling,Friedel-Crafts Acylation,Friedel-Crafts Acylation | Pinner Reaction | Corey-Bakshi-Shibata Reduction (CBS Reduction),1.988 | 1.943 | 1.432,Friedel-Crafts Acylation | Pinner Reaction | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Cannizzaro Reaction | Kornblum Oxidation,False,False,False,False,1304,application_example,
cov_stille_cross-coupling_(migita-kosugi-stille_coupling)_1306,Stille Cross-Coupling (Migita-Kosugi-Stille Coupling),Heck Reaction,Heck Reaction | Tebbe Olefination/Petasis-Tebbe Olefination | Corey-Winter Olefination,2.963 | 2.303 | 2.119,Heck Reaction | Tebbe Olefination/Petasis-Tebbe Olefination | Corey-Winter Olefination | Kornblum Oxidation | Schwartz Hydrozirconation,False,False,False,False,1306,application_example,
cov_stille_cross-coupling_(migita-kosugi-stille_coupling)_1307,Stille Cross-Coupling (Migita-Kosugi-Stille Coupling),Friedel-Crafts Acylation,Friedel-Crafts Acylation | Gattermann and Gattermann-Koch Formylation | Pinner Reaction,2.101 | 1.751 | 1.73,Friedel-Crafts Acylation | Gattermann and Gattermann-Koch Formylation | Pinner Reaction | Snieckus Directed Ortho Metalation | Vilsmeier-Haack Formylation,False,False,False,False,1307,application_example,
cov_stille-kelly_coupling_1309,Stille-Kelly Coupling,Stille-Kelly Coupling,Stille-Kelly Coupling | Pomeranz-Fritsch Reaction | Skraup and Doebner-Miller Quinoline Synthesis,1.262 | 1.184 | 1.001,Stille-Kelly Coupling | Pomeranz-Fritsch Reaction | Skraup and Doebner-Miller Quinoline Synthesis | Corey-Winter Olefination | Ullmann Reaction / Coupling / Biaryl Synthesis,True,True,True,False,1309,application_example,
cov_stille-kelly_coupling_1310,Stille-Kelly Coupling,Kornblum Oxidation,Kornblum Oxidation | Corey-Winter Olefination | Skraup and Doebner-Miller Quinoline Synthesis,1.561 | 1.532 | 1.47,Kornblum Oxidation | Corey-Winter Olefination | Skraup and Doebner-Miller Quinoline Synthesis | Stille-Kelly Coupling | Balz-Schiemann Reaction (Schiemann Reaction),False,False,True,False,1310,application_example,
